order_id,order_date,warehouse,customer_city,carrier,product_category,distance_km,weight_kg,shipping_cost_eur,sla_days,promised_delivery,actual_delivery,actual_days,status,delay_days,delay_reason,month,week,day_of_week
AMZ-01873,2024-03-21,Hamburg-WAR,Duisburg,UPS,Hardware,321.9,31.4,41.07,2,2024-03-23,2024-03-23,2,On-Time,0,None,March,12,Thursday
AMZ-01874,2024-03-21,Berlin-WAR,Bielefeld,DPD,Storage Devices,335.9,25.2,40.74,2,2024-03-23,2024-03-22,1,On-Time,0,None,March,12,Thursday
AMZ-01875,2024-03-21,Munich-WAR,Bonn,FedEx,Networking Equipment,433.3,46.8,60.7,3,2024-03-24,2024-03-24,3,On-Time,0,None,March,12,Thursday
AMZ-01876,2024-03-21,Munich-WAR,Bochum,DPD,Spare Parts,485.4,7.9,44.37,3,2024-03-24,2024-03-23,2,On-Time,0,None,March,12,Thursday
AMZ-01877,2024-03-21,Frankfurt-WAR,Dresden,DHL,Cables & Accessories,372.2,10.6,34.46,2,2024-03-23,2024-03-23,2,On-Time,0,None,March,12,Thursday
AMZ-01878,2024-03-21,Munich-WAR,Augsburg,DPD,Networking Equipment,56.5,12.3,9.92,1,2024-03-22,2024-03-22,1,On-Time,0,None,March,12,Thursday
AMZ-01879,2024-03-22,Frankfurt-WAR,Bonn,UPS,Networking Equipment,131.5,32.5,24.29,2,2024-03-24,2024-03-24,2,On-Time,0,None,March,12,Friday
AMZ-01880,2024-03-22,Berlin-WAR,Dortmund,Hermes,Cables & Accessories,420.9,27.8,48.95,3,2024-03-25,2024-03-24,2,On-Time,0,None,March,12,Friday
AMZ-01881,2024-03-22,Berlin-WAR,Hamburg,DHL,Hardware,254.5,30.3,38.12,2,2024-03-24,2024-03-23,1,On-Time,0,None,March,12,Friday
AMZ-01882,2024-03-22,Munich-WAR,Munich,UPS,Cables & Accessories,0.0,42.2,19.99,1,2024-03-23,2024-03-23,1,On-Time,0,None,March,12,Friday
AMZ-01883,2024-03-22,Cologne-WAR,Mannheim,FedEx,Hardware,193.7,25.1,25.75,2,2024-03-24,2024-03-24,2,On-Time,0,None,March,12,Friday
AMZ-01884,2024-03-22,Munich-WAR,Mannheim,UPS,Cables & Accessories,272.7,37.3,43.99,2,2024-03-24,2024-03-24,2,On-Time,0,None,March,12,Friday
AMZ-01885,2024-03-22,Hamburg-WAR,Dusseldorf,Hermes,Networking Equipment,338.0,20.7,40.1,2,2024-03-24,2024-03-24,2,On-Time,0,None,March,12,Friday
AMZ-01886,2024-03-22,Berlin-WAR,Dresden,FedEx,Networking Equipment,165.1,24.0,23.93,2,2024-03-24,2024-03-24,2,On-Time,0,None,March,12,Friday
AMZ-01887,2024-03-22,Munich-WAR,Wuppertal,Hermes,Hardware,469.7,1.5,41.91,3,2024-03-25,2024-03-25,3,On-Time,0,None,March,12,Friday
AMZ-01888,2024-03-22,Hamburg-WAR,Dortmund,FedEx,Networking Equipment,284.1,15.8,33.44,2,2024-03-24,2024-03-24,2,On-Time,0,None,March,12,Friday
AMZ-01889,2024-03-22,Cologne-WAR,Leipzig,UPS,Networking Equipment,380.0,0.9,33.69,2,2024-03-24,2024-03-26,4,Late,2,Wrong Routing,March,12,Friday
AMZ-01890,2024-03-22,Berlin-WAR,Leipzig,Hermes,Spare Parts,149.0,43.0,31.15,2,2024-03-24,2024-03-24,2,On-Time,0,None,March,12,Friday
AMZ-01891,2024-03-22,Frankfurt-WAR,Hamburg,Hermes,Electronics,393.1,41.2,56.63,2,2024-03-24,2024-03-23,1,On-Time,0,None,March,12,Friday
AMZ-01892,2024-03-22,Munich-WAR,Duisburg,DHL,Spare Parts,503.4,35.1,57.89,3,2024-03-25,2024-03-25,3,On-Time,0,None,March,12,Friday
AMZ-01893,2024-03-22,Frankfurt-WAR,Berlin,DHL,Cables & Accessories,423.4,32.3,51.33,3,2024-03-25,2024-03-25,3,On-Time,0,None,March,12,Friday
AMZ-01894,2024-03-23,Frankfurt-WAR,Dusseldorf,Hermes,Hardware,182.9,29.0,26.86,2,2024-03-25,2024-03-25,2,On-Time,0,None,March,12,Saturday
AMZ-01895,2024-03-23,Cologne-WAR,Duisburg,Hermes,Networking Equipment,56.2,24.2,17.38,1,2024-03-24,2024-03-24,1,On-Time,0,None,March,12,Saturday
AMZ-01896,2024-03-23,Munich-WAR,Dusseldorf,DHL,Networking Equipment,486.9,18.7,47.28,3,2024-03-26,2024-03-26,3,On-Time,0,None,March,12,Saturday
AMZ-01897,2024-03-24,Berlin-WAR,Bonn,FedEx,Cables & Accessories,478.1,11.8,40.52,3,2024-03-27,2024-03-27,3,On-Time,0,None,March,12,Sunday
AMZ-01898,2024-03-24,Hamburg-WAR,Hamburg,UPS,Storage Devices,0.0,21.7,10.33,1,2024-03-25,2024-03-25,1,On-Time,0,None,March,12,Sunday
AMZ-01899,2024-03-24,Hamburg-WAR,Mannheim,DHL,Electronics,463.7,36.1,54.43,3,2024-03-27,2024-03-29,5,Late,2,Address Issue,March,12,Sunday
AMZ-01900,2024-03-25,Berlin-WAR,Leipzig,DPD,Spare Parts,149.0,47.3,37.8,2,2024-03-27,2024-03-26,1,On-Time,0,None,March,13,Monday
AMZ-01901,2024-03-25,Frankfurt-WAR,Cologne,UPS,Spare Parts,152.6,30.2,30.02,2,2024-03-27,2024-03-27,2,On-Time,0,None,March,13,Monday
AMZ-01902,2024-03-25,Frankfurt-WAR,Stuttgart,UPS,Spare Parts,152.2,1.9,14.38,2,2024-03-27,2024-03-26,1,On-Time,0,None,March,13,Monday
AMZ-01903,2024-03-25,Hamburg-WAR,Hannover,FedEx,Cables & Accessories,132.5,32.5,24.62,2,2024-03-27,2024-03-27,2,On-Time,0,None,March,13,Monday
AMZ-01904,2024-03-25,Frankfurt-WAR,Dusseldorf,UPS,Cables & Accessories,182.9,21.5,25.87,2,2024-03-27,2024-03-27,2,On-Time,0,None,March,13,Monday
AMZ-01905,2024-03-25,Berlin-WAR,Dresden,DPD,Networking Equipment,165.1,45.5,39.53,2,2024-03-27,2024-03-30,5,Late,3,Address Issue,March,13,Monday
AMZ-01906,2024-03-25,Berlin-WAR,Berlin,Hermes,Storage Devices,0.0,31.2,14.98,1,2024-03-26,2024-03-26,1,On-Time,0,None,March,13,Monday
AMZ-01907,2024-03-25,Hamburg-WAR,Bonn,DHL,Storage Devices,370.7,9.4,32.09,2,2024-03-27,2024-03-27,2,On-Time,0,None,March,13,Monday
AMZ-01908,2024-03-25,Frankfurt-WAR,Cologne,DHL,Hardware,152.6,35.7,29.66,2,2024-03-27,2024-03-27,2,On-Time,0,None,March,13,Monday
AMZ-01909,2024-03-25,Berlin-WAR,Cologne,UPS,Hardware,476.8,37.5,61.75,3,2024-03-28,2024-03-28,3,On-Time,0,None,March,13,Monday
AMZ-01910,2024-03-25,Cologne-WAR,Dortmund,FedEx,Hardware,72.7,22.1,15.73,1,2024-03-26,2024-03-26,1,On-Time,0,None,March,13,Monday
AMZ-01911,2024-03-25,Hamburg-WAR,Bonn,UPS,Electronics,370.7,9.9,31.53,2,2024-03-27,2024-03-26,1,On-Time,0,None,March,13,Monday
AMZ-01912,2024-03-25,Munich-WAR,Stuttgart,UPS,Networking Equipment,190.7,6.2,19.81,2,2024-03-27,2024-03-26,1,On-Time,0,None,March,13,Monday
AMZ-01913,2024-03-25,Munich-WAR,Bonn,UPS,Networking Equipment,433.3,24.9,50.37,3,2024-03-28,2024-03-28,3,On-Time,0,None,March,13,Monday
AMZ-01914,2024-03-25,Munich-WAR,Munich,DPD,Hardware,0.0,9.4,4.39,1,2024-03-26,2024-03-26,1,On-Time,0,None,March,13,Monday
AMZ-01915,2024-03-26,Cologne-WAR,Dusseldorf,FedEx,Electronics,34.6,26.5,16.25,1,2024-03-27,2024-03-27,1,On-Time,0,None,March,13,Tuesday
AMZ-01916,2024-03-26,Hamburg-WAR,Wuppertal,DHL,Hardware,317.1,1.8,27.22,2,2024-03-28,2024-03-27,1,On-Time,0,None,March,13,Tuesday
AMZ-01917,2024-03-26,Munich-WAR,Mannheim,DHL,Hardware,272.7,8.1,23.7,2,2024-03-28,2024-03-27,1,On-Time,0,None,March,13,Tuesday
AMZ-01918,2024-03-26,Frankfurt-WAR,Dortmund,FedEx,Cables & Accessories,177.4,0.8,15.96,2,2024-03-28,2024-03-27,1,On-Time,0,None,March,13,Tuesday
AMZ-01919,2024-03-26,Munich-WAR,Mannheim,DPD,Spare Parts,272.7,43.2,46.04,2,2024-03-28,2024-03-28,2,On-Time,0,None,March,13,Tuesday
AMZ-01920,2024-03-26,Berlin-WAR,Bonn,FedEx,Networking Equipment,478.1,5.1,38.8,3,2024-03-29,2024-03-28,2,On-Time,0,None,March,13,Tuesday
AMZ-01921,2024-03-26,Berlin-WAR,Berlin,DPD,Spare Parts,0.0,19.7,9.66,1,2024-03-27,2024-03-27,1,On-Time,0,None,March,13,Tuesday
AMZ-01922,2024-03-26,Berlin-WAR,Bremen,UPS,Networking Equipment,315.4,36.9,47.37,2,2024-03-28,2024-03-31,5,Late,3,Weather Conditions,March,13,Tuesday
AMZ-01923,2024-03-26,Munich-WAR,Frankfurt,Hermes,Storage Devices,304.1,10.4,29.21,2,2024-03-28,2024-03-28,2,On-Time,0,None,March,13,Tuesday
AMZ-01924,2024-03-26,Cologne-WAR,Augsburg,UPS,Electronics,402.5,37.9,54.33,3,2024-03-29,2024-03-28,2,On-Time,0,None,March,13,Tuesday
AMZ-01925,2024-03-26,Frankfurt-WAR,Munich,DHL,Storage Devices,304.1,17.4,32.79,2,2024-03-28,2024-03-28,2,On-Time,0,None,March,13,Tuesday
AMZ-01926,2024-03-26,Frankfurt-WAR,Bielefeld,FedEx,Electronics,212.6,14.9,24.15,2,2024-03-28,2024-03-30,4,Late,2,Wrong Routing,March,13,Tuesday
AMZ-01927,2024-03-26,Hamburg-WAR,Cologne,Hermes,Spare Parts,356.4,26.4,40.01,2,2024-03-28,2024-03-28,2,On-Time,0,None,March,13,Tuesday
AMZ-01928,2024-03-26,Berlin-WAR,Bielefeld,DHL,Storage Devices,335.9,21.5,34.57,2,2024-03-28,2024-03-28,2,On-Time,0,None,March,13,Tuesday
AMZ-01929,2024-03-26,Munich-WAR,Dortmund,FedEx,Electronics,476.6,38.5,51.83,3,2024-03-29,2024-03-28,2,On-Time,0,None,March,13,Tuesday
AMZ-01930,2024-03-26,Hamburg-WAR,Stuttgart,UPS,Electronics,533.5,4.6,48.37,3,2024-03-29,2024-03-28,2,On-Time,0,None,March,13,Tuesday
AMZ-01931,2024-03-26,Frankfurt-WAR,Augsburg,Hermes,Hardware,251.8,48.4,47.64,2,2024-03-28,2024-03-28,2,On-Time,0,None,March,13,Tuesday
AMZ-01932,2024-03-27,Cologne-WAR,Dortmund,DHL,Networking Equipment,72.7,27.0,17.4,1,2024-03-28,2024-03-28,1,On-Time,0,None,March,13,Wednesday
AMZ-01933,2024-03-27,Frankfurt-WAR,Bochum,UPS,Cables & Accessories,183.7,48.3,39.63,2,2024-03-29,2024-03-29,2,On-Time,0,None,March,13,Wednesday
AMZ-01934,2024-03-27,Frankfurt-WAR,Bremen,DHL,Spare Parts,330.4,7.2,28.17,2,2024-03-29,2024-03-29,2,On-Time,0,None,March,13,Wednesday
AMZ-01935,2024-03-27,Berlin-WAR,Dusseldorf,UPS,Cables & Accessories,476.4,7.7,39.79,3,2024-03-30,2024-03-30,3,On-Time,0,None,March,13,Wednesday
AMZ-01936,2024-03-27,Berlin-WAR,Bremen,UPS,Spare Parts,315.4,24.0,33.67,2,2024-03-29,2024-03-29,2,On-Time,0,None,March,13,Wednesday
AMZ-01937,2024-03-27,Frankfurt-WAR,Wuppertal,UPS,Electronics,166.3,43.1,35.45,2,2024-03-29,2024-03-28,1,On-Time,0,None,March,13,Wednesday
AMZ-01938,2024-03-27,Berlin-WAR,Dresden,DHL,Electronics,165.1,31.7,30.3,2,2024-03-29,2024-03-31,4,Late,2,Address Issue,March,13,Wednesday
AMZ-01939,2024-03-27,Cologne-WAR,Augsburg,FedEx,Hardware,402.5,2.3,32.68,3,2024-03-30,2024-03-29,2,On-Time,0,None,March,13,Wednesday
AMZ-01940,2024-03-27,Hamburg-WAR,Hamburg,FedEx,Electronics,0.0,21.4,10.31,1,2024-03-28,2024-03-28,1,On-Time,0,None,March,13,Wednesday
AMZ-01941,2024-03-28,Berlin-WAR,Wuppertal,FedEx,Cables & Accessories,448.0,17.7,46.46,3,2024-03-31,2024-03-31,3,On-Time,0,None,March,13,Thursday
AMZ-01942,2024-03-28,Hamburg-WAR,Wuppertal,Hermes,Networking Equipment,317.1,12.0,29.61,2,2024-03-30,2024-04-01,4,Late,2,Traffic Congestion,March,13,Thursday
AMZ-01943,2024-03-28,Frankfurt-WAR,Cologne,Hermes,Cables & Accessories,152.6,35.7,32.83,2,2024-03-30,2024-04-01,4,Late,2,Warehouse Delay,March,13,Thursday
AMZ-01944,2024-03-28,Hamburg-WAR,Augsburg,DPD,Hardware,579.4,34.7,58.43,3,2024-03-31,2024-03-31,3,On-Time,0,None,March,13,Thursday
AMZ-01945,2024-03-28,Hamburg-WAR,Stuttgart,FedEx,Networking Equipment,533.5,5.5,44.66,3,2024-03-31,2024-04-02,5,Late,2,Weather Conditions,March,13,Thursday
AMZ-01946,2024-03-28,Hamburg-WAR,Bonn,DHL,Electronics,370.7,18.3,36.95,2,2024-03-30,2024-03-30,2,On-Time,0,None,March,13,Thursday
AMZ-01947,2024-03-28,Cologne-WAR,Hamburg,DHL,Hardware,356.4,21.8,40.34,2,2024-03-30,2024-03-30,2,On-Time,0,None,March,13,Thursday
AMZ-01948,2024-03-28,Frankfurt-WAR,Dortmund,Hermes,Hardware,177.4,38.6,35.3,2,2024-03-30,2024-03-30,2,On-Time,0,None,March,13,Thursday
AMZ-01949,2024-03-28,Cologne-WAR,Augsburg,DHL,Cables & Accessories,402.5,3.0,36.71,3,2024-03-31,2024-03-31,3,On-Time,0,None,March,13,Thursday
AMZ-01950,2024-03-28,Berlin-WAR,Augsburg,FedEx,Electronics,494.2,41.3,54.67,3,2024-03-31,2024-03-31,3,On-Time,0,None,March,13,Thursday
AMZ-01951,2024-03-28,Hamburg-WAR,Hannover,DPD,Cables & Accessories,132.5,15.0,17.88,2,2024-03-30,2024-03-30,2,On-Time,0,None,March,13,Thursday
AMZ-01952,2024-03-28,Hamburg-WAR,Hannover,Hermes,Spare Parts,132.5,6.6,13.07,2,2024-03-30,2024-03-31,3,Late,1,Weather Conditions,March,13,Thursday
AMZ-01953,2024-03-28,Frankfurt-WAR,Dresden,Hermes,Storage Devices,372.2,9.0,32.67,2,2024-03-30,2024-03-29,1,On-Time,0,None,March,13,Thursday
AMZ-01954,2024-03-28,Munich-WAR,Leipzig,DPD,Storage Devices,360.3,21.4,37.38,2,2024-03-30,2024-03-29,1,On-Time,0,None,March,13,Thursday
AMZ-01955,2024-03-28,Frankfurt-WAR,Bochum,FedEx,Cables & Accessories,183.7,18.4,21.65,2,2024-03-30,2024-03-30,2,On-Time,0,None,March,13,Thursday
AMZ-01956,2024-03-29,Berlin-WAR,Munich,Hermes,Hardware,503.8,20.4,53.26,3,2024-04-01,2024-03-31,2,On-Time,0,None,March,13,Friday
AMZ-01957,2024-03-29,Berlin-WAR,Cologne,FedEx,Electronics,476.8,48.9,68.61,3,2024-04-01,2024-04-01,3,On-Time,0,None,March,13,Friday
AMZ-01958,2024-03-29,Frankfurt-WAR,Nuremberg,FedEx,Hardware,187.3,36.2,31.85,2,2024-03-31,2024-03-31,2,On-Time,0,None,March,13,Friday
AMZ-01959,2024-03-29,Cologne-WAR,Augsburg,DPD,Cables & Accessories,402.5,20.5,43.67,3,2024-04-01,2024-04-04,6,Late,3,Traffic Congestion,March,13,Friday
AMZ-01960,2024-03-29,Frankfurt-WAR,Hannover,UPS,Spare Parts,261.7,44.1,39.41,2,2024-03-31,2024-03-30,1,On-Time,0,None,March,13,Friday
AMZ-01961,2024-03-29,Hamburg-WAR,Bielefeld,FedEx,Hardware,196.8,11.1,21.34,2,2024-03-31,2024-03-31,2,On-Time,0,None,March,13,Friday
AMZ-01962,2024-03-29,Hamburg-WAR,Berlin,DHL,Storage Devices,254.5,29.8,33.44,2,2024-03-31,2024-03-30,1,On-Time,0,None,March,13,Friday
AMZ-01963,2024-03-29,Cologne-WAR,Frankfurt,DHL,Hardware,152.6,13.4,18.94,2,2024-03-31,2024-03-31,2,On-Time,0,None,March,13,Friday
AMZ-01964,2024-03-29,Frankfurt-WAR,Bremen,FedEx,Cables & Accessories,330.4,0.8,25.96,2,2024-03-31,2024-03-31,2,On-Time,0,None,March,13,Friday
AMZ-01965,2024-03-29,Munich-WAR,Bremen,Hermes,Cables & Accessories,583.2,39.3,69.15,3,2024-04-01,2024-03-31,2,On-Time,0,None,March,13,Friday
AMZ-01966,2024-03-29,Cologne-WAR,Leipzig,DHL,Hardware,380.0,26.1,40.78,2,2024-03-31,2024-03-30,1,On-Time,0,None,March,13,Friday
AMZ-01967,2024-03-29,Berlin-WAR,Cologne,UPS,Networking Equipment,476.8,4.6,36.91,3,2024-04-01,2024-03-31,2,On-Time,0,None,March,13,Friday
AMZ-01968,2024-03-29,Hamburg-WAR,Bochum,DHL,Hardware,297.2,34.0,39.98,2,2024-03-31,2024-03-30,1,On-Time,0,None,March,13,Friday
AMZ-01969,2024-03-29,Munich-WAR,Mannheim,UPS,Cables & Accessories,272.7,21.5,32.18,2,2024-03-31,2024-04-02,4,Late,2,Address Issue,March,13,Friday
AMZ-01970,2024-03-29,Frankfurt-WAR,Stuttgart,DPD,Storage Devices,152.2,6.8,16.24,2,2024-03-31,2024-03-31,2,On-Time,0,None,March,13,Friday
AMZ-01971,2024-03-29,Hamburg-WAR,Bochum,UPS,Electronics,297.2,37.5,46.3,2,2024-03-31,2024-03-31,2,On-Time,0,None,March,13,Friday
AMZ-01972,2024-03-30,Berlin-WAR,Frankfurt,Hermes,Storage Devices,423.4,14.8,41.46,3,2024-04-02,2024-04-02,3,On-Time,0,None,March,13,Saturday
AMZ-01973,2024-03-30,Munich-WAR,Bremen,Hermes,Networking Equipment,583.2,1.9,44.2,3,2024-04-02,2024-04-04,5,Late,2,Carrier Delay,March,13,Saturday
AMZ-01974,2024-03-30,Munich-WAR,Bremen,DPD,Spare Parts,583.2,41.0,67.0,3,2024-04-02,2024-04-02,3,On-Time,0,None,March,13,Saturday
AMZ-01975,2024-03-30,Berlin-WAR,Hamburg,UPS,Networking Equipment,254.5,28.9,35.27,2,2024-04-01,2024-04-03,4,Late,2,Warehouse Delay,March,13,Saturday
AMZ-01976,2024-03-30,Cologne-WAR,Cologne,DPD,Storage Devices,0.0,32.0,16.84,1,2024-03-31,2024-03-31,1,On-Time,0,None,March,13,Saturday
AMZ-01977,2024-03-30,Munich-WAR,Munich,FedEx,Cables & Accessories,0.0,31.4,15.35,1,2024-03-31,2024-04-02,3,Late,2,Traffic Congestion,March,13,Saturday
AMZ-01978,2024-03-31,Frankfurt-WAR,Dortmund,DHL,Spare Parts,177.4,35.5,32.4,2,2024-04-02,2024-04-02,2,On-Time,0,None,March,13,Sunday
AMZ-01979,2024-03-31,Cologne-WAR,Frankfurt,FedEx,Electronics,152.6,10.0,17.62,2,2024-04-02,2024-04-02,2,On-Time,0,None,March,13,Sunday
AMZ-01980,2024-03-31,Cologne-WAR,Bielefeld,DPD,Networking Equipment,162.0,25.4,23.19,2,2024-04-02,2024-04-02,2,On-Time,0,None,March,13,Sunday
AMZ-01981,2024-04-01,Munich-WAR,Dusseldorf,DPD,Cables & Accessories,486.9,42.0,60.91,3,2024-04-04,2024-04-04,3,On-Time,0,None,April,14,Monday
AMZ-01982,2024-04-01,Frankfurt-WAR,Mannheim,DHL,Networking Equipment,70.6,43.2,24.65,1,2024-04-02,2024-04-02,1,On-Time,0,None,April,14,Monday
AMZ-01983,2024-04-01,Berlin-WAR,Bielefeld,Hermes,Networking Equipment,335.9,13.2,30.9,2,2024-04-03,2024-04-03,2,On-Time,0,None,April,14,Monday
AMZ-01984,2024-04-01,Munich-WAR,Cologne,DPD,Hardware,456.0,38.5,51.87,3,2024-04-04,2024-04-05,4,Late,1,Carrier Delay,April,14,Monday
AMZ-01985,2024-04-01,Cologne-WAR,Dresden,DPD,Electronics,474.5,35.8,53.6,3,2024-04-04,2024-04-04,3,On-Time,0,None,April,14,Monday
AMZ-01986,2024-04-01,Frankfurt-WAR,Dresden,Hermes,Networking Equipment,372.2,47.1,57.58,2,2024-04-03,2024-04-03,2,On-Time,0,None,April,14,Monday
AMZ-01987,2024-04-01,Cologne-WAR,Mannheim,DPD,Networking Equipment,193.7,25.7,28.37,2,2024-04-03,2024-04-05,4,Late,2,Carrier Delay,April,14,Monday
AMZ-01988,2024-04-01,Munich-WAR,Bochum,FedEx,Networking Equipment,485.4,3.7,36.85,3,2024-04-04,2024-04-04,3,On-Time,0,None,April,14,Monday
AMZ-01989,2024-04-02,Cologne-WAR,Mannheim,DHL,Spare Parts,193.7,38.3,35.7,2,2024-04-04,2024-04-03,1,On-Time,0,None,April,14,Tuesday
AMZ-01990,2024-04-02,Frankfurt-WAR,Munich,FedEx,Spare Parts,304.1,39.3,40.83,2,2024-04-04,2024-04-04,2,On-Time,0,None,April,14,Tuesday
AMZ-01991,2024-04-02,Hamburg-WAR,Bonn,UPS,Storage Devices,370.7,22.9,37.01,2,2024-04-04,2024-04-04,2,On-Time,0,None,April,14,Tuesday
AMZ-01992,2024-04-02,Hamburg-WAR,Berlin,DHL,Networking Equipment,254.5,14.0,26.0,2,2024-04-04,2024-04-04,2,On-Time,0,None,April,14,Tuesday
AMZ-01993,2024-04-02,Hamburg-WAR,Mannheim,FedEx,Hardware,463.7,2.8,40.33,3,2024-04-05,2024-04-05,3,On-Time,0,None,April,14,Tuesday
AMZ-01994,2024-04-02,Berlin-WAR,Nuremberg,DHL,Spare Parts,378.0,36.4,53.27,2,2024-04-04,2024-04-04,2,On-Time,0,None,April,14,Tuesday
AMZ-01995,2024-04-02,Cologne-WAR,Bielefeld,Hermes,Cables & Accessories,162.0,47.3,37.6,2,2024-04-04,2024-04-06,4,Late,2,Wrong Routing,April,14,Tuesday
AMZ-01996,2024-04-02,Hamburg-WAR,Dresden,Hermes,Spare Parts,376.7,23.3,42.61,2,2024-04-04,2024-04-04,2,On-Time,0,None,April,14,Tuesday
AMZ-01997,2024-04-02,Berlin-WAR,Augsburg,UPS,Electronics,494.2,45.1,64.23,3,2024-04-05,2024-04-04,2,On-Time,0,None,April,14,Tuesday
AMZ-01998,2024-04-02,Frankfurt-WAR,Bonn,DHL,Cables & Accessories,131.5,32.7,27.07,2,2024-04-04,2024-04-03,1,On-Time,0,None,April,14,Tuesday
AMZ-01999,2024-04-02,Berlin-WAR,Hannover,UPS,Storage Devices,249.3,18.2,27.17,2,2024-04-04,2024-04-04,2,On-Time,0,None,April,14,Tuesday
AMZ-02000,2024-04-02,Berlin-WAR,Bochum,Hermes,Spare Parts,438.4,22.5,43.74,3,2024-04-05,2024-04-05,3,On-Time,0,None,April,14,Tuesday
AMZ-02001,2024-04-03,Munich-WAR,Dusseldorf,DHL,Storage Devices,486.9,31.4,58.03,3,2024-04-06,2024-04-05,2,On-Time,0,None,April,14,Wednesday
AMZ-02002,2024-04-03,Munich-WAR,Hamburg,Hermes,Networking Equipment,611.7,45.3,74.55,3,2024-04-06,2024-04-06,3,On-Time,0,None,April,14,Wednesday
AMZ-02003,2024-04-03,Frankfurt-WAR,Frankfurt,Hermes,Storage Devices,0.0,25.3,11.82,1,2024-04-04,2024-04-04,1,On-Time,0,None,April,14,Wednesday
AMZ-02004,2024-04-03,Berlin-WAR,Mannheim,DPD,Cables & Accessories,482.0,3.7,38.47,3,2024-04-06,2024-04-06,3,On-Time,0,None,April,14,Wednesday
AMZ-02005,2024-04-03,Cologne-WAR,Dortmund,DPD,Cables & Accessories,72.7,1.6,7.23,1,2024-04-04,2024-04-04,1,On-Time,0,None,April,14,Wednesday
AMZ-02006,2024-04-03,Cologne-WAR,Bochum,DHL,Networking Equipment,62.7,32.2,22.99,1,2024-04-04,2024-04-04,1,On-Time,0,None,April,14,Wednesday
AMZ-02007,2024-04-03,Frankfurt-WAR,Duisburg,Hermes,Electronics,199.4,34.2,32.83,2,2024-04-05,2024-04-05,2,On-Time,0,None,April,14,Wednesday
AMZ-02008,2024-04-03,Hamburg-WAR,Hamburg,Hermes,Networking Equipment,0.0,26.9,12.96,1,2024-04-04,2024-04-04,1,On-Time,0,None,April,14,Wednesday
AMZ-02009,2024-04-03,Berlin-WAR,Mannheim,DHL,Cables & Accessories,482.0,11.7,46.09,3,2024-04-06,2024-04-07,4,Late,1,Weather Conditions,April,14,Wednesday
AMZ-02010,2024-04-03,Hamburg-WAR,Dresden,Hermes,Electronics,376.7,31.5,42.18,2,2024-04-05,2024-04-05,2,On-Time,0,None,April,14,Wednesday
AMZ-02011,2024-04-03,Cologne-WAR,Dresden,Hermes,Spare Parts,474.5,5.8,38.72,3,2024-04-06,2024-04-06,3,On-Time,0,None,April,14,Wednesday
AMZ-02012,2024-04-03,Munich-WAR,Bielefeld,DPD,Electronics,483.1,38.9,59.49,3,2024-04-06,2024-04-05,2,On-Time,0,None,April,14,Wednesday
AMZ-02013,2024-04-03,Cologne-WAR,Frankfurt,DHL,Electronics,152.6,45.9,34.3,2,2024-04-05,2024-04-05,2,On-Time,0,None,April,14,Wednesday
AMZ-02014,2024-04-03,Hamburg-WAR,Hamburg,UPS,Electronics,0.0,15.4,7.89,1,2024-04-04,2024-04-04,1,On-Time,0,None,April,14,Wednesday
AMZ-02015,2024-04-03,Cologne-WAR,Hamburg,Hermes,Networking Equipment,356.4,20.4,39.62,2,2024-04-05,2024-04-05,2,On-Time,0,None,April,14,Wednesday
AMZ-02016,2024-04-03,Frankfurt-WAR,Nuremberg,UPS,Networking Equipment,187.3,44.1,37.92,2,2024-04-05,2024-04-05,2,On-Time,0,None,April,14,Wednesday
AMZ-02017,2024-04-03,Frankfurt-WAR,Bielefeld,Hermes,Storage Devices,212.6,10.0,20.26,2,2024-04-05,2024-04-05,2,On-Time,0,None,April,14,Wednesday
AMZ-02018,2024-04-03,Cologne-WAR,Dusseldorf,FedEx,Spare Parts,34.6,32.0,17.85,1,2024-04-04,2024-04-04,1,On-Time,0,None,April,14,Wednesday
AMZ-02019,2024-04-04,Hamburg-WAR,Cologne,DHL,Electronics,356.4,6.8,32.45,2,2024-04-06,2024-04-06,2,On-Time,0,None,April,14,Thursday
AMZ-02020,2024-04-04,Munich-WAR,Mannheim,FedEx,Spare Parts,272.7,7.8,24.73,2,2024-04-06,2024-04-06,2,On-Time,0,None,April,14,Thursday
AMZ-02021,2024-04-04,Berlin-WAR,Bielefeld,FedEx,Cables & Accessories,335.9,34.1,40.04,2,2024-04-06,2024-04-06,2,On-Time,0,None,April,14,Thursday
AMZ-02022,2024-04-04,Frankfurt-WAR,Hannover,DPD,Spare Parts,261.7,32.2,34.82,2,2024-04-06,2024-04-06,2,On-Time,0,None,April,14,Thursday
AMZ-02023,2024-04-04,Frankfurt-WAR,Bochum,FedEx,Cables & Accessories,183.7,16.9,23.51,2,2024-04-06,2024-04-09,5,Late,3,Wrong Routing,April,14,Thursday
AMZ-02024,2024-04-04,Frankfurt-WAR,Dresden,DPD,Electronics,372.2,23.0,43.66,2,2024-04-06,2024-04-06,2,On-Time,0,None,April,14,Thursday
AMZ-02025,2024-04-04,Berlin-WAR,Leipzig,DPD,Networking Equipment,149.0,31.4,26.18,2,2024-04-06,2024-04-06,2,On-Time,0,None,April,14,Thursday
AMZ-02026,2024-04-04,Frankfurt-WAR,Dusseldorf,UPS,Spare Parts,182.9,41.4,31.84,2,2024-04-06,2024-04-06,2,On-Time,0,None,April,14,Thursday
